Event, Shape Type, en: Indicator Type, en: Parent Indicator Name, en: Indicator Name, ka: Indicator Name, Visible,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color
2014 Mayor Election,Region,Results,Self-governance to People,Self-governance to People,თვითმმართველობა ხალხს,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Region,Results,Reformers,Reformers,რეფორმატორები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Region,Results,Our Georgia,Our Georgia,ჩვენი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Region,Results,Georgian Party,Georgian Party,ქართული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Region,Results,Unity Hall,Unity Hall,ერთიანობის დარბაზი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Region,Results,Way of Georgia,Way of Georgia,საქართველოს გზა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Region,Results,Party of People,Party of People,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Other,Total Voter Turnout (#),Total Voter Turnout (#),ამომრჩეველთა აქტივობა (#),true,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,
2014 Mayor Election,District,Other,Total Voter Turnout (%),Total Voter Turnout (%),ამომრჩეველთა აქტივობა (%),true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Other,Precincts Reported (#),Precincts Reported (#),უბნებმა მოგვაწოდეს ინფორმაცია (#),true,0,0,,0-750,0-750,,750-1500,750-1500,,1500-2250,1500-2250,,2250-3000,2250-3000,,3000-3750,3000-3750,,>3750,>3750,
2014 Mayor Election,District,Other,Precincts Reported (%),Precincts Reported (%),უბნებმა მოგვაწოდეს ინფორმაცია (%),false,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Other,Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (08:00-12:00),"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2 (08:00-12:00)",false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,District,Other,Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (12:00-17:00),"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2 (12:00-17:00)",false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,District,Other,Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2 (17:00-20:00),"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2 (17:00-20:00)",false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,District,Other,Number of Precincts with votes per minute > 2,Number of Precincts with votes per minute > 2,"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2",true,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,District,Other,Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 0-1%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები შეადგენს 0-1%",false
2014 Mayor Election,District,Other,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 1-3%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები შეადგენს 1-3%",false
2014 Mayor Election,District,Other,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots from 3-5%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები შეადგენს 3-5%",false
2014 Mayor Election,District,Other,Number of Precincts with Invalid Ballots > 5%,Number of Precincts with Invalid Ballots > 5%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები > 5%",true,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,District,Other,Precincts with More Ballots Than Votes (%),Precincts with More Ballots Than Votes (%),საარჩევნო უბნები ხმებზე მეტი ბიულეტენებით (%),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A
2014 Mayor Election,District,Other,Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (#),საარჩევნო უბნები ხმებზე მეტი ბიულეტენებით (#),false,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,>50,>50,
2014 Mayor Election,District,Other,More Ballots Than Votes (Average),More Ballots Than Votes (Average),ხმებზე მეტი ბიულეტენები (საშუალო),false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,District,Other,Precincts with More Votes Than Ballots (%),Precincts with More Votes Than Ballots (%),საარჩევნო უბნები ბიულეტენებზე მეტი ხმების რაოდენობით (%),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A
2014 Mayor Election,District,Other,Precincts with More Votes Than Ballots (#),Precincts with More Votes Than Ballots (#),საარჩევნო უბნები ბიულეტენებზე მეტი ხმების რაოდენობით (#),false,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,>50,>50,
2014 Mayor Election,District,Other,More Votes Than Ballots (Average),More Votes Than Ballots (Average),ბიულეტენებზე მეტი ხმები (საშუალო),false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,District,Results,Future Georgia,Future Georgia,მომავალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Labour,Labour,ლეიბორისტული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,United National Movement,United National Movement,ნაც. მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,People's Party,People's Party,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Merab Kostava Society,Merab Kostava Society,მერაბ კოსტავას საზოგადოება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Labour Council of Georgia,Labour Council of Georgia,საქართველოს მშრომელთა საბჭო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Georgian Dream,Georgian Dream,ქართული ოცნება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,United Opposition,United Opposition,გაერთიანებული ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Non-Parliamentary Opposition,Non-Parliamentary Opposition,არასაპარლამენტო ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Armed Veterans Patriots,Armed Veterans Patriots,საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Greens Party,Greens Party,მწვანეთა პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Name of the Lord,Name of the Lord,უფლის სახელით,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Alliance of Patriots,Alliance of Patriots,საქართველოს პატრიოტთა ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Self-governance to People,Self-governance to People,თვითმმართველობა ხალხს,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Reformers,Reformers,რეფორმატორები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Our Georgia,Our Georgia,ჩვენი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Georgian Party,Georgian Party,ქართული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Unity Hall,Unity Hall,ერთიანობის დარბაზი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Way of Georgia,Way of Georgia,საქართველოს გზა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,District,Results,Party of People,Party of People,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Other,Total Voter Turnout (#),Total Voter Turnout (#),ამომრჩეველთა აქტივობა (#),true,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,2000-2500,2000-2500,,>2500,>2500,
2014 Mayor Election,Precinct,Other,Total Voter Turnout (%),Total Voter Turnout (%),ამომრჩეველთა აქტივობა (%),true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (08:00-12:00),წუთში ხმის მიცემის საშუალო რაოდენობა (08:00-12:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,
2014 Mayor Election,Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (12:00-17:00),წუთში ხმის მიცემის საშუალო რაოდენობა (12:00-17:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,
2014 Mayor Election,Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (17:00-20:00),წუთში ხმის მიცემის საშუალო რაოდენობა (17:00-20:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,
2014 Mayor Election,Precinct,Other,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),ბათილი ბიულეტენები (%),true,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,Precinct,Other,Precincts with More Ballots Than Votes (%),More Ballots Than Votes (#),ხმებზე მეტი ბიულეტენები (#),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A
2014 Mayor Election,Precinct,Other,Precincts with More Votes Than Ballots (%),More Votes Than Ballots (#),ბიულეტენებზე მეტი ხმები (#),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A
2014 Mayor Election,Precinct,Results,Future Georgia,Future Georgia,მომავალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Labour,Labour,ლეიბორისტული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,United National Movement,United National Movement,ნაც. მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,People's Party,People's Party,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Merab Kostava Society,Merab Kostava Society,მერაბ კოსტავას საზოგადოება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Labour Council of Georgia,Labour Council of Georgia,საქართველოს მშრომელთა საბჭო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Georgian Dream,Georgian Dream,ქართული ოცნება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,United Opposition,United Opposition,გაერთიანებული ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Non-Parliamentary Opposition,Non-Parliamentary Opposition,არასაპარლამენტო ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Armed Veterans Patriots,Armed Veterans Patriots,საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Greens Party,Greens Party,მწვანეთა პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Name of the Lord,Name of the Lord,უფლის სახელით,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Alliance of Patriots,Alliance of Patriots,საქართველოს პატრიოტთა ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Self-governance to People,Self-governance to People,თვითმმართველობა ხალხს,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Reformers,Reformers,რეფორმატორები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Our Georgia,Our Georgia,ჩვენი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Precinct,Results,Georgian Party,Georgian Party,ქართული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
