region,district_id,district name,precinct_id,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,2 - European Georgia,3 - Democratic Movement - Free Georgia,5 - United National Movement,8 - Alliance of Patriots,10 - Labour,11 - National Democratic Party of Georgia,14 - Georgian Unity and Development Party,17 - Georgia,18 - Union of Georgian Traditionalists,20 - National Forum,23 - New Christian Democrats,27 - Unity - New Georgia,28 - Lord Our Righteousness,38 - Party of People,39 - Progressive Democratic Movement,41 - Georgian Dream,42 - Initiative Group
,3,,88,,1387,9,178,499,615,1300,20,595,,,,,,,44,3,81,5,2,0,,0,0,1,,22,,,1,301,135
,3,,89,,1347,6,174,351,436,1250,11,422,,,,,,,22,9,74,18,6,2,,2,0,4,,10,,,0,214,61
,3,,90,,1189,9,180,411,540,1100,29,518,,,,,,,24,10,61,4,5,1,,0,0,5,,7,,,0,310,91
,4,,1,,1524,6,204,549,712,1400,25,686,,,,,,,51,10,101,16,8,0,,2,0,0,,18,,,1,361,118
,4,,2,,1317,11,165,398,555,1200,9,546,,,,,,,50,4,66,14,8,2,,0,0,0,,7,,,1,273,121
,4,,3,,1437,9,145,392,534,1300,16,518,,,,,,,29,8,91,11,5,3,,0,0,1,,6,,,1,243,120
,4,,4,,1275,7,132,401,477,1150,15,463,,,,,,,19,7,62,13,3,0,,1,2,1,,10,,,0,224,121
,4,,5,,1211,11,144,362,464,1100,9,452,,,,,,,21,6,79,9,5,1,,1,0,0,,5,,,0,221,104
,4,,6,,1354,11,143,350,472,1200,10,462,,,,,,,21,5,100,7,5,0,,0,0,2,,6,,,0,239,77
,4,,7,,1220,10,150,373,462,1100,11,450,,,,,,,24,8,82,13,0,0,,1,0,0,,5,,,0,239,78
,4,,8,,1317,8,195,435,541,1150,12,525,,,,,,,30,6,96,19,7,0,,1,0,4,,8,,,0,288,66
,4,,9,,1000,10,159,347,427,850,3,424,,,,,,,28,5,67,8,3,0,,0,0,1,,2,,,0,252,58
,4,,10,,1138,11,140,356,480,1000,13,467,,,,,,,26,2,94,10,5,0,,0,1,0,,5,,,0,250,74
,4,,11,,1144,11,176,342,431,1000,10,421,,,,,,,31,1,100,6,3,0,,0,0,0,,6,,,0,225,49
,4,,12,,1537,8,195,531,648,1400,16,631,,,,,,,41,4,153,15,5,0,,0,0,5,,4,,,1,333,70
,4,,13,,1504,9,218,505,641,1350,18,622,,,,,,,18,4,118,23,5,0,,0,0,7,,3,,,1,377,66
,4,,14,,1512,9,236,555,741,1400,16,716,,,,,,,41,6,100,17,7,0,,0,0,4,,21,,,0,396,124
,4,,15,,1477,8,219,529,660,1350,20,635,,,,,,,39,7,86,17,3,0,,0,0,1,,14,,,0,356,112
,4,,16,,1534,4,201,531,750,1400,26,723,,,,,,,31,6,91,13,6,1,,0,0,1,,6,,,0,439,129
,4,,17,,1360,124,287,620,755,1350,22,715,,,,,,,34,13,129,22,9,0,,0,0,3,,9,,,0,407,89
,4,,18,,1100,8,176,385,510,1000,15,495,,,,,,,67,2,96,21,10,0,,1,2,1,,2,,,0,241,52
,4,,19,,1265,8,185,406,535,1150,19,515,,,,,,,37,4,140,19,1,0,,0,0,1,,4,,,1,226,82
,4,,20,,1249,8,228,397,510,1150,13,497,,,,,,,35,4,133,16,7,0,,1,0,0,,5,,,0,247,49
,4,,21,,1156,6,218,441,548,1050,12,536,,,,,,,29,6,106,15,8,0,,1,0,0,,3,,,0,317,51
,4,,22,,959,9,157,315,378,850,3,374,,,,,,,22,3,99,7,3,0,,0,0,0,,1,,,0,189,50
,4,,23,,1389,6,231,482,603,1300,14,589,,,,,,,26,4,126,18,5,0,,0,0,1,,14,,,0,330,65
,4,,24,,1341,9,153,364,437,1200,14,423,,,,,,,47,2,74,15,3,0,,0,0,0,,4,,,0,260,18
,4,,25,,1270,7,197,394,521,1150,16,505,,,,,,,29,8,114,13,4,1,,1,0,3,,13,,,0,260,59
,4,,26,,1219,6,245,452,583,1100,15,568,,,,,,,48,2,121,22,12,0,,0,0,0,,5,,,0,290,68
,4,,27,,1271,6,201,501,603,1150,11,591,,,,,,,43,7,129,29,10,1,,0,0,1,,7,,,1,305,58
,4,,28,,1442,8,261,544,707,1350,18,689,,,,,,,46,16,123,30,5,0,,1,0,3,,6,,,1,369,89
,4,,29,,1350,4,147,346,446,1150,27,418,,,,,,,10,0,73,5,0,0,,0,0,0,,0,,,0,311,19
,4,,30,,1429,3,165,349,464,1250,16,448,,,,,,,23,6,64,0,0,0,,0,0,0,,1,,,0,338,16
,4,,31,,1220,6,128,275,353,1000,14,339,,,,,,,24,2,86,3,1,0,,0,0,0,,0,,,0,212,11
,4,,32,,896,9,152,366,470,800,14,455,,,,,,,22,12,112,9,1,0,,0,0,1,,9,,,2,204,83
,5,,1,,1420,7,127,339,444,1300,11,431,,,,,,,31,4,65,7,2,1,,0,0,1,,0,,,0,254,66
,5,,2,,1545,8,189,358,531,1400,19,510,,,,,,,62,1,92,17,6,0,,0,0,0,,13,,,0,257,62
,5,,3,,1456,8,120,349,461,1300,8,453,,,,,,,91,4,71,13,3,0,,1,0,1,,13,,,1,214,41
,5,,4,,1482,8,170,395,514,1300,11,503,,,,,,,62,7,68,11,2,2,,0,0,0,,13,,,3,291,44
,5,,5,,1424,11,144,356,460,1300,10,450,,,,,,,49,3,88,15,1,0,,0,0,1,,8,,,0,232,53
,5,,6,,1498,7,158,385,451,1350,19,430,,,,,,,44,11,71,13,3,1,,1,0,0,,9,,,0,200,77
,5,,7,,1548,7,192,495,614,1400,20,592,,,,,,,38,5,119,22,5,0,,0,0,0,,10,,,0,322,71
,5,,8,,1314,4,168,400,512,1150,14,498,,,,,,,61,5,78,13,5,1,,0,0,2,,18,,,1,222,92
,5,,9,,1327,10,136,361,483,1200,2,481,,,,,,,30,9,68,13,7,0,,0,0,0,,6,,,0,288,60
,5,,10,,1386,10,183,425,518,1250,11,506,,,,,,,45,6,95,11,7,0,,0,0,3,,4,,,0,237,98
,5,,11,,1512,8,183,400,520,1400,21,499,,,,,,,46,4,113,19,7,0,,1,0,1,,5,,,0,223,80
,5,,12,,1537,6,205,501,615,1400,14,601,,,,,,,51,4,130,12,7,0,,1,0,2,,15,,,0,264,115
,5,,13,,1455,7,158,463,575,1350,16,558,,,,,,,33,7,145,17,3,1,,1,0,1,,16,,,2,247,85
,5,,14,,1402,12,207,402,538,1300,18,520,,,,,,,80,4,82,24,8,0,,0,0,0,,11,,,0,217,94
,5,,15,,1443,15,204,440,557,1300,12,545,,,,,,,58,3,86,15,5,1,,1,0,0,,9,,,0,263,104
,5,,16,,1249,6,214,434,558,1150,18,540,,,,,,,53,26,63,7,2,1,,0,0,0,,14,,,1,281,92
,5,,17,,1292,6,164,364,473,1150,15,453,,,,,,,35,11,60,7,2,1,,0,0,3,,7,,,0,257,70
,5,,18,,1377,8,188,491,587,1250,16,570,,,,,,,35,8,121,13,8,0,,0,0,3,,18,,,1,254,109
,5,,19,,1314,6,198,485,590,1200,19,571,,,,,,,42,12,108,9,3,0,,0,0,1,,13,,,2,280,101
,5,,20,,1251,11,169,350,456,1150,13,443,,,,,,,49,7,134,11,3,0,,2,0,2,,12,,,0,181,42
,5,,21,,1550,9,152,412,541,1400,15,525,,,,,,,32,11,94,11,6,0,,0,1,1,,15,,,0,264,90
,5,,22,,1676,7,262,616,764,1500,15,749,,,,,,,52,6,100,14,8,0,,0,1,0,,19,,,0,444,105
,5,,23,,1332,10,151,364,460,1200,11,449,,,,,,,26,6,60,9,7,1,,0,0,0,,11,,,0,241,88
,5,,24,,1461,8,205,517,616,1300,18,595,,,,,,,43,13,106,13,3,1,,0,0,3,,5,,,1,313,94
,5,,25,,1597,9,204,488,657,1500,16,641,,,,,,,37,42,117,10,8,0,,1,0,0,,21,,,1,305,99
,5,,26,,1569,8,227,538,645,1450,9,635,,,,,,,38,9,113,18,8,0,,0,1,0,,19,,,2,317,110
,5,,27,,1482,11,296,485,622,1350,12,610,,,,,,,49,3,115,14,5,0,,1,0,3,,9,,,0,336,75
,5,,28,,1538,9,162,418,534,1400,20,514,,,,,,,34,1,104,16,8,0,,0,0,1,,10,,,0,267,73
,5,,29,,1406,75,180,444,599,1400,15,565,,,,,,,31,9,70,14,4,1,,1,0,0,,11,,,0,329,95
,5,,30,,1526,8,209,480,612,1400,23,589,,,,,,,28,5,135,24,5,0,,1,0,1,,13,,,2,287,88
,5,,31,,1509,8,171,385,526,1350,17,509,,,,,,,32,4,107,14,5,0,,0,0,5,,11,,,0,272,59
,5,,32,,1558,8,168,356,432,1400,11,421,,,,,,,62,7,85,10,7,0,,3,1,0,,7,,,0,196,43
,5,,33,,1396,7,182,425,517,1300,12,505,,,,,,,40,1,81,30,3,1,,1,0,0,,9,,,0,271,68
,5,,34,,1392,9,186,470,660,1250,21,639,,,,,,,38,6,117,18,12,0,,0,1,0,,23,,,1,332,91
,5,,35,,1456,8,190,435,535,1350,15,520,,,,,,,34,3,86,13,6,2,,2,0,0,,33,,,1,270,70
,5,,36,,1329,7,236,529,639,1250,18,621,,,,,,,67,13,134,16,4,1,,0,0,2,,31,,,0,257,96
,5,,37,,1305,11,240,505,606,1200,15,591,,,,,,,25,6,125,13,5,0,,0,0,1,,15,,,1,288,112
,5,,38,,1616,4,230,510,667,1450,22,640,,,,,,,76,5,97,10,7,0,,1,0,3,,18,,,0,365,58
,5,,39,,1490,8,243,496,601,1350,20,580,,,,,,,43,27,89,26,9,0,,1,0,0,,8,,,0,265,112
,5,,40,,1531,11,163,350,478,1400,7,471,,,,,,,44,2,89,26,2,2,,0,0,2,,22,,,0,229,53
,5,,41,,1369,107,212,410,481,1350,9,471,,,,,,,42,3,82,10,8,0,,0,0,1,,6,,,0,262,57
,5,,42,,1510,10,166,397,476,1350,15,460,,,,,,,71,3,81,15,1,1,,0,1,0,,36,,,1,208,42
,5,,43,,1497,8,171,342,440,1350,9,431,,,,,,,33,2,70,14,2,0,,0,0,0,,34,,,0,234,42
,5,,44,,1479,9,143,328,431,1350,21,410,,,,,,,35,4,78,20,5,0,,1,1,1,,12,,,0,180,73
,5,,45,,1468,7,150,325,429,1350,5,424,,,,,,,44,3,68,11,4,0,,0,0,0,,46,,,1,186,61
,5,,46,,1087,7,114,253,320,1000,6,314,,,,,,,31,6,50,13,4,1,,1,1,0,,14,,,0,142,51
,5,,47,,1366,3,222,481,621,1250,20,601,,,,,,,40,12,114,17,8,0,,0,0,0,,13,,,0,298,99
,5,,48,,1208,10,198,389,496,1100,15,481,,,,,,,39,6,83,15,1,1,,0,2,3,,7,,,1,237,86
,5,,49,,1168,10,125,326,402,1050,13,389,,,,,,,34,5,83,8,3,0,,9,0,0,,6,,,0,181,60
,5,,50,,1358,10,181,392,487,1250,22,462,,,,,,,45,5,86,19,4,0,,0,2,0,,12,,,1,206,82
,5,,51,,1505,11,196,426,522,1400,18,503,,,,,,,45,8,83,16,5,0,,1,0,0,,10,,,1,248,86
,5,,52,,1561,7,213,526,645,1450,13,623,,,,,,,49,11,116,16,2,0,,0,0,0,,28,,,0,293,108
,5,,53,,1539,10,177,430,540,1400,18,522,,,,,,,80,6,106,8,3,0,,0,0,0,,7,,,1,244,67
,5,,54,,1255,6,197,421,524,1150,11,513,,,,,,,34,7,80,9,4,1,,0,1,4,,12,,,0,256,105
,5,,55,,1296,5,170,387,483,1200,17,464,,,,,,,28,5,104,12,8,0,,0,0,0,,7,,,1,195,104
,5,,56,,1323,8,170,412,516,1200,13,501,,,,,,,40,6,67,34,10,0,,0,0,0,,20,,,0,243,81
,5,,57,,1216,7,213,437,509,1100,20,479,,,,,,,39,3,90,35,3,0,,0,0,0,,20,,,0,226,63
,5,,58,,1250,10,160,378,500,1100,15,483,,,,,,,47,7,109,33,4,0,,1,0,1,,10,,,1,180,90
,5,,59,,1341,9,225,441,529,1250,11,517,,,,,,,36,5,109,30,8,0,,0,0,1,,16,,,1,229,82
,5,,60,,1192,8,202,478,572,1100,24,548,,,,,,,42,4,95,23,6,0,,1,2,0,,9,,,0,284,82
,5,,61,,1300,9,190,393,479,1200,9,470,,,,,,,44,2,81,13,4,0,,0,0,0,,14,,,0,234,78
,5,,62,,1282,9,190,427,512,1150,4,491,,,,,,,40,8,61,0,4,0,,0,0,0,,14,,,0,292,72
,5,,63,,1296,6,263,564,655,1200,32,619,,,,,,,38,6,107,23,3,0,,2,0,0,,18,,,1,329,92
,5,,64,,1336,10,196,416,529,1200,19,509,,,,,,,24,1,78,25,3,1,,0,0,1,,13,,,1,287,75
,5,,65,,1242,7,163,322,415,1100,10,404,,,,,,,34,6,80,15,2,0,,1,0,1,,13,,,0,187,65
,5,,66,,1237,10,186,379,458,1100,17,441,,,,,,,22,4,84,22,6,1,,2,0,1,,13,,,0,203,83
,5,,67,,1271,9,177,375,500,1150,10,490,,,,,,,32,11,84,10,4,0,,0,0,0,,25,,,1,250,73
,5,,68,,1300,11,202,443,542,1200,13,529,,,,,,,21,7,97,34,1,0,,0,0,1,,16,,,0,233,119
,5,,69,,1185,10,170,378,478,1100,11,467,,,,,,,42,4,102,19,6,0,,0,0,0,,13,,,1,208,72
,5,,70,,1310,7,190,389,489,1200,10,479,,,,,,,41,5,99,18,3,1,,1,0,0,,12,,,0,237,62
,5,,71,,1229,8,159,361,446,1100,16,430,,,,,,,33,4,77,28,1,0,,0,0,0,,10,,,0,227,50
,5,,72,,1228,8,178,356,477,1100,10,454,,,,,,,32,4,75,2,2,0,,0,0,1,,11,,,1,263,63
,5,,73,,1143,10,189,375,458,1050,10,448,,,,,,,40,4,89,20,2,1,,0,0,2,,7,,,0,194,89
,5,,74,,1335,9,193,450,536,1200,12,525,,,,,,,39,3,98,24,7,0,,0,0,0,,9,,,0,252,93
,5,,75,,1232,10,186,429,519,1100,17,502,,,,,,,31,6,64,15,11,0,,0,1,0,,19,,,0,272,83
,5,,76,,1296,10,192,440,529,1200,20,505,,,,,,,41,6,82,9,4,0,,0,0,3,,9,,,1,278,72
,5,,78,,682,6,123,222,273,600,6,267,,,,,,,22,3,32,3,1,0,,0,0,0,,7,,,0,162,37
,6,,1,,1222,10,185,408,510,1100,15,495,,,,,,,38,9,104,18,4,0,,0,0,0,,7,,,0,246,69
,6,,2,,1106,10,176,342,428,1000,11,417,,,,,,,32,5,80,22,3,0,,0,0,0,,8,,,2,181,84
,6,,3,,1220,10,194,401,505,1100,11,494,,,,,,,37,7,125,17,2,0,,0,0,0,,10,,,0,220,76
,6,,4,,922,9,120,288,345,800,6,339,,,,,,,18,5,67,13,5,1,,3,0,1,,6,,,0,158,62
,6,,5,,1027,10,177,374,422,950,12,409,,,,,,,38,9,87,16,1,0,,0,0,0,,13,,,1,191,53
,6,,6,,1111,7,182,361,441,1000,13,428,,,,,,,36,5,79,16,4,0,,0,1,0,,10,,,0,202,75
,6,,7,,911,7,175,322,394,850,10,384,,,,,,,37,5,45,12,4,1,,1,0,1,,6,,,1,201,70
,6,,8,,1178,5,200,415,511,1100,26,485,,,,,,,37,3,90,14,4,0,,1,0,0,,13,,,0,240,83
,6,,9,,1311,9,200,420,526,1200,16,510,,,,,,,42,8,73,12,5,0,,1,0,1,,9,,,0,276,83
,6,,10,,983,9,154,342,431,900,16,415,,,,,,,28,6,78,11,6,0,,0,0,0,,7,,,0,203,76
,6,,11,,921,7,147,316,398,850,6,391,,,,,,,24,6,61,8,4,0,,0,0,0,,8,,,0,196,84
,6,,12,,1173,8,190,400,492,1050,10,481,,,,,,,31,9,81,10,7,1,,0,0,1,,7,,,0,229,105
,6,,13,,1208,7,200,419,502,1100,9,493,,,,,,,44,4,118,16,3,0,,2,0,0,,9,,,0,203,94
,6,,14,,1068,7,162,368,436,950,10,424,,,,,,,28,6,84,12,3,0,,1,0,0,,5,,,0,205,80
,6,,15,,1131,8,204,401,492,1050,14,477,,,,,,,33,7,90,13,8,1,,0,0,0,,7,,,0,234,84
,6,,16,,1468,11,218,457,580,1350,15,557,,,,,,,24,7,125,10,3,0,,0,0,1,,6,,,1,283,97
,6,,17,,1271,8,162,389,519,1150,11,508,,,,,,,34,4,136,19,7,0,,0,0,2,,10,,,0,228,68
,6,,18,,1182,10,182,380,482,1100,12,470,,,,,,,29,5,111,15,6,0,,1,0,1,,2,,,1,211,88
,6,,19,,1204,13,197,400,489,1100,24,465,,,,,,,32,6,108,19,4,0,,0,0,1,,3,,,0,228,64
,6,,20,,1219,5,204,444,541,1100,16,524,,,,,,,44,4,76,19,2,1,,0,0,0,,4,,,0,276,98
,6,,21,,1273,8,159,391,471,1150,7,464,,,,,,,42,4,96,16,4,0,,1,0,0,,11,,,0,194,96
,6,,22,,1268,9,170,404,489,1150,9,480,,,,,,,26,5,97,15,7,0,,0,0,3,,6,,,0,220,101
,6,,23,,1084,5,169,350,457,1000,12,445,,,,,,,36,7,96,15,7,0,,0,0,0,,7,,,0,194,83
,6,,24,,1098,5,180,381,466,1000,16,450,,,,,,,37,3,96,13,4,0,,0,1,0,,7,,,1,213,75
,6,,25,,1057,10,144,352,443,950,18,425,,,,,,,34,2,76,17,1,0,,1,0,0,,4,,,0,219,71
,6,,26,,1264,12,165,420,542,1150,16,525,,,,,,,38,4,106,18,8,0,,0,0,0,,11,,,0,238,102
,6,,27,,1259,11,195,442,531,1150,11,520,,,,,,,32,4,104,9,4,1,,2,0,2,,8,,,0,276,78
,6,,28,,1196,10,178,382,471,1100,11,460,,,,,,,22,9,94,26,6,0,,0,0,2,,6,,,0,210,85
,6,,29,,1073,11,175,372,445,1000,9,436,,,,,,,28,5,94,17,6,0,,0,0,1,,6,,,0,202,77
,6,,30,,1287,9,183,383,484,1150,10,472,,,,,,,41,7,90,9,2,1,,0,1,0,,10,,,2,220,89
,6,,31,,1406,8,166,375,466,1300,15,451,,,,,,,44,11,61,19,8,0,,0,0,5,,5,,,0,203,95
,6,,32,,1151,12,160,374,460,1050,11,447,,,,,,,48,2,83,21,3,0,,0,0,0,,4,,,0,212,74
,6,,33,,902,6,102,250,312,850,8,304,,,,,,,34,2,53,9,2,1,,0,0,0,,6,,,0,143,54
,6,,34,,962,7,119,261,323,900,16,307,,,,,,,28,3,53,4,1,1,,1,0,0,,6,,,0,159,51
,6,,35,,1022,7,126,257,354,900,11,343,,,,,,,18,1,81,11,7,1,,1,0,0,,5,,,0,173,45
,6,,36,,1099,7,160,356,444,1000,7,437,,,,,,,56,4,77,18,3,0,,1,0,0,,7,,,0,218,53
,6,,37,,1012,9,124,259,330,900,16,314,,,,,,,28,6,49,17,3,0,,0,1,0,,6,,,0,137,67
,6,,38,,1484,5,265,504,615,1350,22,593,,,,,,,48,14,100,20,7,2,,2,0,0,,11,,,2,287,100
,6,,39,,1111,7,216,450,555,1000,26,526,,,,,,,29,8,69,18,6,0,,1,0,1,,8,,,0,304,82
,6,,40,,911,12,174,355,423,800,11,411,,,,,,,32,6,51,10,3,1,,0,1,3,,7,,,0,238,59
,6,,41,,1351,6,183,414,551,1250,25,526,,,,,,,30,5,89,17,3,1,,1,0,0,,4,,,0,302,74
,6,,42,,1433,7,184,405,511,1300,23,488,,,,,,,33,2,87,11,6,1,,0,0,0,,3,,,0,286,59
,6,,43,,1040,5,152,341,427,950,9,418,,,,,,,37,13,84,10,7,0,,3,0,0,,4,,,0,202,58
,6,,44,,1144,5,168,354,437,1050,10,427,,,,,,,40,3,86,12,13,1,,0,0,0,,7,,,0,185,80
,6,,45,,907,7,134,298,377,850,13,364,,,,,,,29,3,65,10,4,0,,0,0,0,,9,,,0,176,68
,6,,46,,1215,9,149,335,419,1100,15,404,,,,,,,43,5,91,9,5,0,,0,0,0,,7,,,1,183,60
,6,,47,,1380,8,195,425,525,1250,21,505,,,,,,,47,3,96,14,6,2,,0,0,0,,11,,,1,254,71
,6,,48,,1358,2,160,363,488,1250,20,466,,,,,,,32,6,113,18,7,0,,2,0,1,,4,,,0,237,46
,6,,49,,1173,6,160,373,449,1050,17,432,,,,,,,47,7,72,10,1,0,,0,1,0,,3,,,1,225,65
,6,,50,,1316,8,161,378,487,1200,10,476,,,,,,,29,7,94,15,10,2,,2,0,1,,10,,,0,246,60
,6,,51,,1254,11,183,410,484,1150,13,472,,,,,,,40,4,73,15,5,0,,0,1,0,,13,,,1,247,73
,6,,52,,1454,6,165,392,524,1350,24,500,,,,,,,33,3,108,21,6,2,,0,1,0,,12,,,1,227,86
,6,,53,,1101,6,178,356,467,1000,19,448,,,,,,,41,8,95,23,6,0,,0,0,0,,6,,,0,202,67
,6,,54,,1109,7,151,347,425,1000,10,415,,,,,,,28,4,95,13,7,0,,1,0,2,,8,,,1,194,62
,6,,55,,1533,12,169,387,512,1450,9,503,,,,,,,58,13,100,17,8,0,,0,0,2,,9,,,0,209,87
,6,,56,,1292,10,136,346,429,1200,12,417,,,,,,,37,5,80,17,4,0,,0,0,0,,9,,,0,200,65
,6,,57,,1366,4,147,366,468,1250,12,456,,,,,,,30,5,65,21,7,0,,0,0,2,,9,,,0,260,57
,6,,58,,1111,6,162,346,420,1000,11,409,,,,,,,42,2,81,13,2,0,,1,0,0,,3,,,0,213,52
,6,,59,,1293,4,184,421,512,1150,21,491,,,,,,,66,6,86,33,4,0,,0,0,0,,3,,,0,212,81
,6,,60,,1308,42,212,475,589,1250,21,531,,,,,,,43,2,103,25,8,1,,0,0,1,,5,,,0,268,75
,6,,61,,1536,7,238,518,655,1450,15,639,,,,,,,45,8,94,19,10,1,,0,0,0,,7,,,1,354,100
,6,,62,,1496,16,156,417,557,1350,14,543,,,,,,,47,1,141,40,12,0,,2,0,5,,9,,,0,223,63
,6,,63,,1124,6,173,358,457,1000,18,439,,,,,,,34,5,92,37,5,0,,0,0,1,,6,,,0,218,41
,6,,64,,910,7,143,280,353,800,6,347,,,,,,,48,4,53,25,4,0,,0,0,0,,5,,,0,160,48
,6,,65,,921,3,155,303,377,850,11,366,,,,,,,20,3,65,9,6,0,,0,0,2,,16,,,0,192,53
,6,,66,,1024,7,173,330,421,950,12,409,,,,,,,28,5,92,29,8,2,,0,0,3,,6,,,0,197,39
,6,,67,,1158,5,183,380,479,1050,15,463,,,,,,,30,4,105,18,2,0,,0,0,1,,7,,,0,252,44
,6,,68,,1082,9,182,310,418,1000,8,411,,,,,,,33,4,106,20,3,0,,1,0,1,,8,,,1,184,50
,6,,69,,1301,5,183,384,496,1150,23,473,,,,,,,34,3,78,15,5,0,,0,0,0,,6,,,1,274,57
,6,,70,,1500,6,183,364,495,1350,18,477,,,,,,,36,2,97,17,11,0,,0,0,0,,7,,,0,265,42
,6,,71,,801,8,118,252,324,750,13,311,,,,,,,14,3,103,9,4,0,,0,0,1,,8,,,1,138,30
,6,,72,,957,3,148,272,353,850,8,345,,,,,,,23,3,85,13,6,0,,0,0,0,,8,,,0,168,39
,6,,73,,1487,7,204,412,523,1350,13,498,,,,,,,33,4,87,22,11,0,,0,0,0,,0,,,1,291,49
,6,,74,,1055,7,167,374,442,950,17,422,,,,,,,27,2,66,18,7,0,,1,0,0,,8,,,2,259,32
,6,,75,,1190,10,204,408,478,1100,18,460,,,,,,,26,4,78,24,11,0,,0,0,0,,6,,,3,253,55
,6,,76,,494,3,94,219,289,500,13,269,,,,,,,14,2,42,13,5,0,,1,0,0,,6,,,0,157,29
,6,,77,,1156,7,177,414,533,1050,18,516,,,,,,,25,1,107,16,12,0,,0,1,1,,5,,,1,292,55
,6,,78,,1289,11,226,466,579,1200,17,560,,,,,,,40,8,101,20,13,2,,0,0,3,,3,,,1,284,85
,6,,79,,1154,5,245,510,646,1100,21,625,,,,,,,37,4,130,49,10,0,,0,0,1,,4,,,0,330,60
,6,,80,,1032,0,232,454,548,950,18,528,,,,,,,76,2,81,19,15,0,,0,0,1,,2,,,0,309,23
,6,,81,,981,3,173,354,488,850,9,478,,,,,,,22,1,78,6,9,0,,0,0,0,,4,,,0,327,31
,6,,82,,1619,13,188,427,512,1500,14,498,,,,,,,42,7,130,16,4,0,,1,0,0,,8,,,0,223,67
,6,,83,,1229,318,212,522,666,1450,11,358,,,,,,,28,1,74,7,8,0,,1,1,0,,1,,,0,210,27
,6,,84,,1501,251,227,520,666,1500,12,428,,,,,,,47,1,94,16,3,0,,0,0,1,,2,,,1,215,48
,6,,85,,1145,9,193,360,440,1050,16,424,,,,,,,48,4,93,19,13,1,,0,1,0,,6,,,4,193,42
,6,,86,,1401,8,200,420,535,1300,11,524,,,,,,,51,4,113,16,3,0,,2,0,1,,13,,,0,264,57
,6,,87,,1211,9,158,331,417,1100,16,400,,,,,,,26,5,104,20,3,0,,1,0,0,,18,,,0,178,45
,6,,88,,1365,6,202,448,549,1250,13,536,,,,,,,73,4,115,23,7,0,,1,2,1,,10,,,0,243,57
,6,,89,,1513,9,202,390,492,1350,17,475,,,,,,,54,4,90,24,5,0,,1,0,0,,8,,,1,235,53
,6,,90,,1229,7,166,341,429,1100,15,414,,,,,,,61,6,72,9,2,0,,0,0,3,,11,,,0,166,84
,6,,91,,1267,7,220,475,582,1150,11,571,,,,,,,32,7,125,21,12,0,,1,0,2,,41,,,0,254,76
,6,,92,,1229,6,127,295,356,1150,23,332,,,,,,,38,4,64,6,3,0,,0,1,1,,4,,,0,167,44
,6,,93,,1013,11,115,286,363,950,18,345,,,,,,,56,4,57,8,4,0,,1,0,0,,3,,,0,151,61
,6,,94,,727,7,129,262,321,650,8,312,,,,,,,15,0,54,21,3,0,,1,0,0,,4,,,1,149,64
,6,,95,,1121,11,171,352,446,1000,11,435,,,,,,,53,1,90,17,1,1,,0,0,0,,3,,,0,210,59
,6,,96,,1238,5,208,460,568,1150,19,548,,,,,,,79,10,100,10,5,1,,2,0,0,,8,,,1,252,80
,6,,97,,1393,9,192,480,614,1300,22,591,,,,,,,68,8,92,34,4,0,,1,0,2,,6,,,1,275,100
,6,,98,,1372,8,241,520,630,1250,21,608,,,,,,,91,8,113,27,5,0,,1,0,1,,5,,,0,260,97
,6,,99,,1395,7,224,516,625,1300,11,613,,,,,,,63,4,114,25,11,0,,2,0,0,,7,,,0,303,84
,6,,100,,1498,7,183,404,586,1350,19,567,,,,,,,86,4,97,16,6,0,,0,2,0,,11,,,0,253,92
,6,,101,,1603,7,184,410,534,1500,18,514,,,,,,,90,7,78,21,5,1,,0,0,0,,5,,,2,245,60
,6,,102,,890,10,132,281,362,800,8,354,,,,,,,68,2,62,14,6,0,,0,0,0,,9,,,0,139,54
,6,,103,,949,9,111,315,386,850,17,369,,,,,,,42,7,62,8,3,0,,0,0,1,,7,,,0,179,60
